time,open,high,low,close
2023-04-17 23:17:00,2077.6,2077.6,2077.59,2077.6
2023-04-17 23:18:00,2077.59,2077.97,2077.59,2077.6
2023-04-17 23:19:00,2077.61,2077.61,2076.19,2076.19
2023-04-17 23:20:00,2076.19,2077.48,2076.19,2077.47
2023-04-17 23:21:00,2077.47,2077.85,2077.46,2077.64
2023-04-17 23:22:00,2077.64,2077.65,2077.39,2077.4
2023-04-17 23:23:00,2077.39,2077.39,2076.61,2076.61
2023-04-17 23:24:00,2076.62,2076.89,2076.61,2076.89
2023-04-17 23:25:00,2076.89,2076.89,2076.87,2076.88
2023-04-17 23:26:00,2076.87,2076.88,2076.57,2076.71
2023-04-17 23:27:00,2076.71,2076.73,2076.38,2076.73
2023-04-17 23:28:00,2076.73,2077.1,2076.72,2077.01
2023-04-17 23:29:00,2077.0,2077.01,2077.0,2077.01
2023-04-17 23:30:00,2077.0,2077.73,2077.0,2077.72
2023-04-17 23:31:00,2077.72,2077.73,2077.25,2077.42
2023-04-17 23:32:00,2077.41,2077.42,2077.02,2077.02
2023-04-17 23:33:00,2077.02,2077.03,2076.59,2076.59
2023-04-17 23:34:00,2076.6,2076.6,2073.83,2075.04
2023-04-17 23:35:00,2075.04,2076.4,2075.04,2076.4
2023-04-17 23:36:00,2076.39,2076.51,2076.21,2076.31
2023-04-17 23:37:00,2076.31,2076.31,2074.01,2075.01
2023-04-17 23:38:00,2075.01,2075.02,2074.25,2074.26
2023-04-17 23:39:00,2074.26,2074.47,2073.71,2073.72
2023-04-17 23:40:00,2073.72,2074.51,2073.71,2074.38
2023-04-17 23:41:00,2074.38,2074.38,2073.53,2073.54
2023-04-17 23:42:00,2073.53,2073.54,2073.17,2073.24
2023-04-17 23:43:00,2073.24,2073.43,2072.64,2072.72
2023-04-17 23:44:00,2072.72,2073.64,2072.72,2073.63
2023-04-17 23:45:00,2073.63,2074.24,2073.63,2074.24
2023-04-17 23:46:00,2074.24,2074.24,2073.16,2073.17
2023-04-17 23:47:00,2073.16,2073.28,2073.16,2073.28
2023-04-17 23:48:00,2073.27,2073.28,2072.72,2072.72
2023-04-17 23:49:00,2072.73,2074.1,2072.72,2074.1
2023-04-17 23:50:00,2074.1,2075.44,2074.09,2075.43
2023-04-17 23:51:00,2075.44,2075.69,2075.12,2075.13
2023-04-17 23:52:00,2075.12,2075.24,2075.12,2075.24
2023-04-17 23:53:00,2075.23,2075.24,2073.54,2074.02
2023-04-17 23:54:00,2074.01,2074.22,2074.01,2074.22
2023-04-17 23:55:00,2074.22,2074.48,2074.21,2074.45
2023-04-17 23:56:00,2074.44,2074.45,2073.9,2073.9
2023-04-17 23:57:00,2073.91,2074.82,2073.24,2074.82
2023-04-17 23:58:00,2074.82,2075.37,2074.81,2074.96
2023-04-17 23:59:00,2074.97,2074.97,2073.97,2074.0
2023-04-18 00:00:00,2073.99,2074.59,2073.99,2074.0
2023-04-18 00:01:00,2074.0,2074.78,2073.49,2074.51
2023-04-18 00:02:00,2074.52,2074.52,2074.11,2074.12
2023-04-18 00:03:00,2074.11,2074.12,2074.08,2074.09
2023-04-18 00:04:00,2074.09,2074.09,2073.71,2073.71
2023-04-18 00:05:00,2073.71,2074.04,2073.65,2074.04
2023-04-18 00:06:00,2074.03,2074.21,2073.89,2074.21
2023-04-18 00:07:00,2074.21,2075.0,2074.2,2074.67
2023-04-18 00:08:00,2074.67,2074.93,2074.67,2074.68
2023-04-18 00:09:00,2074.68,2075.07,2074.68,2075.06
2023-04-18 00:10:00,2075.07,2075.07,2075.06,2075.06
2023-04-18 00:11:00,2075.07,2075.54,2075.06,2075.12
2023-04-18 00:12:00,2075.13,2076.66,2075.12,2076.39
2023-04-18 00:13:00,2076.39,2076.44,2076.22,2076.22
2023-04-18 00:14:00,2076.22,2076.33,2076.22,2076.32
2023-04-18 00:15:00,2076.33,2076.33,2075.88,2075.96
2023-04-18 00:16:00,2075.96,2075.96,2075.95,2075.95
2023-04-18 00:17:00,2075.95,2075.96,2073.64,2073.65
2023-04-18 00:18:00,2073.64,2073.65,2073.28,2073.31
2023-04-18 00:19:00,2073.31,2073.32,2073.12,2073.12
2023-04-18 00:20:00,2073.13,2073.13,2072.87,2073.09
2023-04-18 00:21:00,2073.09,2073.5,2073.09,2073.46
2023-04-18 00:22:00,2073.47,2076.0,2073.41,2075.99
2023-04-18 00:23:00,2076.0,2076.56,2075.14,2076.12
2023-04-18 00:24:00,2076.13,2077.13,2076.12,2077.11
2023-04-18 00:25:00,2077.1,2077.11,2075.93,2075.94
2023-04-18 00:26:00,2075.94,2075.94,2074.36,2074.36
2023-04-18 00:27:00,2074.37,2074.37,2073.96,2074.01
2023-04-18 00:28:00,2074.02,2074.47,2073.77,2074.16
2023-04-18 00:29:00,2074.16,2074.17,2073.7,2073.7
2023-04-18 00:30:00,2073.7,2075.22,2073.7,2075.15
2023-04-18 00:31:00,2075.15,2075.16,2074.97,2074.98
2023-04-18 00:32:00,2074.98,2075.94,2074.97,2075.76
2023-04-18 00:33:00,2075.77,2075.77,2075.7,2075.71
2023-04-18 00:34:00,2075.7,2075.9,2075.7,2075.89
2023-04-18 00:35:00,2075.9,2075.9,2074.99,2075.19
2023-04-18 00:36:00,2075.2,2075.2,2074.21,2074.22
2023-04-18 00:37:00,2074.21,2074.22,2071.77,2072.6
2023-04-18 00:38:00,2072.59,2072.74,2071.82,2071.83
2023-04-18 00:39:00,2071.83,2071.83,2070.23,2070.23
2023-04-18 00:40:00,2070.23,2070.24,2068.19,2069.41
2023-04-18 00:41:00,2069.41,2070.29,2069.21,2070.28
2023-04-18 00:42:00,2070.28,2071.05,2068.0,2071.05
2023-04-18 00:43:00,2071.05,2071.84,2070.17,2070.71
2023-04-18 00:44:00,2070.72,2071.47,2070.71,2071.47
2023-04-18 00:45:00,2071.46,2071.71,2070.85,2071.3
2023-04-18 00:46:00,2071.29,2072.1,2071.29,2071.72
2023-04-18 00:47:00,2071.72,2072.03,2071.19,2071.78
2023-04-18 00:48:00,2071.78,2072.25,2071.03,2071.94
2023-04-18 00:49:00,2071.94,2072.02,2071.58,2071.58
2023-04-18 00:50:00,2071.59,2072.21,2071.57,2071.8
2023-04-18 00:51:00,2071.8,2073.19,2071.7,2073.18
2023-04-18 00:52:00,2073.19,2074.14,2072.49,2074.13
2023-04-18 00:53:00,2074.13,2074.46,2073.63,2074.45
2023-04-18 00:54:00,2074.45,2074.46,2074.05,2074.41
2023-04-18 00:55:00,2074.42,2074.78,2074.41,2074.53
2023-04-18 00:56:00,2074.54,2074.54,2074.41,2074.41
2023-04-18 00:57:00,2074.41,2074.42,2074.07,2074.07
2023-04-18 00:58:00,2074.08,2074.08,2074.07,2074.07
2023-04-18 00:59:00,2074.07,2074.16,2073.83,2074.15
2023-04-18 01:00:00,2074.16,2074.75,2074.15,2074.74
2023-04-18 01:01:00,2074.74,2074.79,2074.1,2074.29
2023-04-18 01:02:00,2074.29,2074.3,2073.97,2073.97
2023-04-18 01:03:00,2073.98,2073.98,2073.53,2073.58
2023-04-18 01:04:00,2073.58,2074.19,2073.1,2073.11
2023-04-18 01:05:00,2073.11,2073.46,2073.1,2073.45
2023-04-18 01:06:00,2073.45,2073.46,2070.81,2070.82
2023-04-18 01:07:00,2070.82,2070.92,2070.14,2070.64
2023-04-18 01:08:00,2070.64,2071.97,2070.58,2071.42
2023-04-18 01:09:00,2071.42,2071.42,2070.41,2070.42
2023-04-18 01:10:00,2070.41,2070.42,2069.34,2069.61
2023-04-18 01:11:00,2069.62,2069.62,2063.04,2065.35
2023-04-18 01:12:00,2065.36,2067.29,2065.35,2066.86
2023-04-18 01:13:00,2066.86,2067.16,2065.66,2065.66
2023-04-18 01:14:00,2065.67,2065.67,2060.55,2063.53
2023-04-18 01:15:00,2063.52,2063.92,2051.0,2056.72
2023-04-18 01:16:00,2056.73,2062.66,2055.46,2062.28
2023-04-18 01:17:00,2062.28,2065.15,2061.02,2062.9
2023-04-18 01:18:00,2062.96,2064.89,2061.02,2064.65
2023-04-18 01:19:00,2064.64,2065.97,2063.44,2064.5
2023-04-18 01:20:00,2064.52,2064.66,2061.1,2063.59
2023-04-18 01:21:00,2063.59,2065.02,2062.49,2063.21
2023-04-18 01:22:00,2063.2,2063.86,2062.33,2063.86
2023-04-18 01:23:00,2063.86,2063.86,2061.65,2063.31
2023-04-18 01:24:00,2063.31,2063.68,2061.82,2063.68
2023-04-18 01:25:00,2063.67,2063.68,2061.0,2061.46
2023-04-18 01:26:00,2061.45,2063.82,2060.93,2062.98
2023-04-18 01:27:00,2062.98,2062.98,2061.86,2062.8
2023-04-18 01:28:00,2062.8,2065.76,2062.0,2065.76
2023-04-18 01:29:00,2065.76,2067.36,2065.49,2067.05
2023-04-18 01:30:00,2067.04,2071.0,2066.81,2069.69
2023-04-18 01:31:00,2069.7,2069.9,2068.45,2069.01
2023-04-18 01:32:00,2069.02,2069.28,2068.46,2068.54
2023-04-18 01:33:00,2068.53,2071.09,2068.53,2070.35
2023-04-18 01:34:00,2070.35,2070.46,2069.86,2070.44
2023-04-18 01:35:00,2070.44,2070.45,2069.72,2069.72
2023-04-18 01:36:00,2069.73,2069.73,2069.09,2069.58
2023-04-18 01:37:00,2069.58,2070.14,2069.38,2069.58
2023-04-18 01:38:00,2069.57,2070.58,2069.5,2070.05
2023-04-18 01:39:00,2070.05,2071.0,2069.62,2071.0
2023-04-18 01:40:00,2071.0,2071.0,2070.46,2070.47
2023-04-18 01:41:00,2070.46,2071.61,2070.32,2071.37
2023-04-18 01:42:00,2071.37,2073.62,2071.36,2072.56
2023-04-18 01:43:00,2072.57,2074.36,2072.56,2073.99
2023-04-18 01:44:00,2074.0,2074.0,2073.55,2073.55
2023-04-18 01:45:00,2073.56,2074.06,2072.74,2073.28
2023-04-18 01:46:00,2073.28,2073.58,2072.93,2073.57
2023-04-18 01:47:00,2073.57,2073.8,2073.02,2073.02
2023-04-18 01:48:00,2073.03,2076.2,2073.02,2074.3
2023-04-18 01:49:00,2074.31,2074.85,2074.18,2074.32
2023-04-18 01:50:00,2074.32,2074.32,2073.62,2073.63
2023-04-18 01:51:00,2073.62,2073.63,2073.62,2073.62
2023-04-18 01:52:00,2073.62,2074.17,2073.18,2074.17
2023-04-18 01:53:00,2074.17,2074.56,2074.16,2074.56
2023-04-18 01:54:00,2074.55,2074.56,2074.0,2074.0
2023-04-18 01:55:00,2074.01,2074.01,2073.47,2073.47
2023-04-18 01:56:00,2073.47,2073.62,2072.92,2072.92
2023-04-18 01:57:00,2072.93,2073.28,2072.92,2073.27
2023-04-18 01:58:00,2073.28,2073.28,2073.27,2073.27
2023-04-18 01:59:00,2073.27,2073.71,2072.75,2073.04
2023-04-18 02:00:00,2073.04,2074.67,2073.04,2074.67
2023-04-18 02:01:00,2074.67,2076.12,2074.66,2076.11
2023-04-18 02:02:00,2076.12,2076.53,2075.6,2076.26
2023-04-18 02:03:00,2076.26,2077.21,2076.26,2076.4
2023-04-18 02:04:00,2076.39,2076.4,2075.27,2075.34
2023-04-18 02:05:00,2075.34,2075.35,2074.6,2074.61
2023-04-18 02:06:00,2074.61,2074.61,2073.39,2074.28
2023-04-18 02:07:00,2074.29,2074.29,2073.45,2073.46
2023-04-18 02:08:00,2073.45,2073.55,2073.09,2073.09
2023-04-18 02:09:00,2073.09,2073.48,2072.62,2073.48
2023-04-18 02:10:00,2073.48,2073.56,2073.02,2073.36
2023-04-18 02:11:00,2073.35,2073.52,2073.35,2073.44
2023-04-18 02:12:00,2073.44,2074.11,2073.43,2073.94
2023-04-18 02:13:00,2073.94,2073.95,2072.68,2073.61
2023-04-18 02:14:00,2073.61,2074.36,2073.35,2074.21
2023-04-18 02:15:00,2074.2,2074.21,2074.02,2074.19
2023-04-18 02:16:00,2074.18,2074.89,2074.18,2074.88
2023-04-18 02:17:00,2074.89,2075.22,2074.75,2075.22
2023-04-18 02:18:00,2075.21,2076.43,2075.21,2076.09
2023-04-18 02:19:00,2076.09,2076.87,2075.98,2076.87
2023-04-18 02:20:00,2076.86,2079.25,2076.86,2078.76
2023-04-18 02:21:00,2078.75,2079.26,2077.42,2077.42
2023-04-18 02:22:00,2077.43,2077.93,2076.84,2077.92
2023-04-18 02:23:00,2077.92,2078.25,2077.92,2078.19
2023-04-18 02:24:00,2078.2,2078.2,2077.26,2077.92
2023-04-18 02:25:00,2077.92,2077.92,2077.61,2077.61
2023-04-18 02:26:00,2077.61,2077.62,2077.18,2077.19
2023-04-18 02:27:00,2077.19,2077.19,2077.18,2077.18
2023-04-18 02:28:00,2077.19,2077.51,2077.18,2077.5
2023-04-18 02:29:00,2077.51,2077.51,2077.15,2077.16
2023-04-18 02:30:00,2077.16,2078.61,2077.15,2078.58
2023-04-18 02:31:00,2078.58,2078.74,2078.57,2078.73
2023-04-18 02:32:00,2078.73,2080.56,2078.73,2079.52
2023-04-18 02:33:00,2079.53,2079.53,2079.08,2079.08
2023-04-18 02:34:00,2079.09,2079.13,2078.87,2079.12
2023-04-18 02:35:00,2079.12,2081.85,2079.12,2081.01
2023-04-18 02:36:00,2081.01,2082.82,2081.01,2082.02
2023-04-18 02:37:00,2082.02,2084.68,2081.38,2083.49
2023-04-18 02:38:00,2083.5,2084.41,2083.36,2083.74
2023-04-18 02:39:00,2083.74,2083.74,2082.53,2083.7
2023-04-18 02:40:00,2083.71,2083.74,2083.1,2083.33
2023-04-18 02:41:00,2083.32,2083.72,2082.58,2082.59
2023-04-18 02:42:00,2082.58,2082.59,2082.16,2082.43
2023-04-18 02:43:00,2082.42,2082.43,2081.92,2081.92
2023-04-18 02:44:00,2081.92,2083.18,2081.92,2082.43
2023-04-18 02:45:00,2082.43,2082.56,2082.04,2082.05
2023-04-18 02:46:00,2082.04,2083.58,2082.04,2083.36
2023-04-18 02:47:00,2083.35,2083.59,2083.35,2083.36
2023-04-18 02:48:00,2083.36,2083.37,2082.08,2082.08
2023-04-18 02:49:00,2082.09,2082.58,2081.85,2081.85
2023-04-18 02:50:00,2081.86,2081.86,2081.68,2081.69
2023-04-18 02:51:00,2081.68,2081.82,2081.58,2081.59
2023-04-18 02:52:00,2081.59,2081.85,2081.58,2081.85
2023-04-18 02:53:00,2081.85,2081.85,2081.79,2081.79
2023-04-18 02:54:00,2081.79,2083.14,2081.79,2083.14
2023-04-18 02:55:00,2083.13,2083.59,2083.13,2083.59
2023-04-18 02:56:00,2083.59,2083.59,2083.15,2083.15
2023-04-18 02:57:00,2083.15,2083.43,2083.14,2083.15
2023-04-18 02:58:00,2083.15,2083.15,2083.14,2083.15
2023-04-18 02:59:00,2083.14,2083.37,2079.05,2081.0
2023-04-18 03:00:00,2081.0,2081.65,2080.72,2080.73
2023-04-18 03:01:00,2080.73,2080.73,2080.23,2080.23
2023-04-18 03:02:00,2080.23,2081.34,2080.23,2080.79
2023-04-18 03:03:00,2080.78,2080.79,2079.91,2080.17
2023-04-18 03:04:00,2080.17,2080.18,2079.42,2080.11
2023-04-18 03:05:00,2080.12,2080.64,2080.11,2080.64
2023-04-18 03:06:00,2080.63,2080.64,2080.5,2080.5
2023-04-18 03:07:00,2080.5,2080.51,2080.0,2080.01
2023-04-18 03:08:00,2080.01,2080.12,2080.0,2080.12
2023-04-18 03:09:00,2080.11,2080.24,2080.11,2080.24
2023-04-18 03:10:00,2080.24,2081.64,2080.23,2081.63
2023-04-18 03:11:00,2081.63,2081.64,2080.64,2080.66
2023-04-18 03:12:00,2080.67,2080.67,2079.9,2079.91
2023-04-18 03:13:00,2079.9,2080.59,2079.9,2080.58
2023-04-18 03:14:00,2080.58,2080.72,2080.58,2080.71
2023-04-18 03:15:00,2080.72,2080.72,2080.56,2080.57
2023-04-18 03:16:00,2080.57,2081.16,2079.85,2079.89
2023-04-18 03:17:00,2079.89,2079.89,2078.54,2079.84
2023-04-18 03:18:00,2079.85,2079.85,2079.21,2079.21
2023-04-18 03:19:00,2079.22,2079.22,2078.66,2079.0
2023-04-18 03:20:00,2079.0,2079.44,2078.77,2078.77
2023-04-18 03:21:00,2078.77,2078.78,2078.69,2078.7
2023-04-18 03:22:00,2078.7,2078.7,2078.57,2078.57
2023-04-18 03:23:00,2078.57,2080.21,2078.41,2080.21
2023-04-18 03:24:00,2080.2,2080.21,2078.58,2078.73
2023-04-18 03:25:00,2078.74,2078.74,2078.73,2078.73
2023-04-18 03:26:00,2078.74,2078.74,2078.73,2078.73
2023-04-18 03:27:00,2078.74,2078.74,2078.2,2078.57
2023-04-18 03:28:00,2078.57,2079.0,2078.56,2079.0
2023-04-18 03:29:00,2078.99,2079.0,2078.99,2078.99
2023-04-18 03:30:00,2078.99,2079.0,2078.81,2078.82
2023-04-18 03:31:00,2078.81,2079.06,2078.81,2079.05
2023-04-18 03:32:00,2079.06,2079.73,2079.05,2079.72
2023-04-18 03:33:00,2079.73,2080.45,2079.72,2080.42
2023-04-18 03:34:00,2080.41,2080.42,2080.41,2080.42
2023-04-18 03:35:00,2080.42,2080.42,2080.0,2080.0
2023-04-18 03:36:00,2080.01,2080.01,2079.64,2079.81
2023-04-18 03:37:00,2079.81,2080.03,2079.81,2079.97
2023-04-18 03:38:00,2079.98,2080.09,2079.97,2080.08
2023-04-18 03:39:00,2080.09,2080.68,2080.08,2080.67
2023-04-18 03:40:00,2080.67,2081.01,2080.67,2081.0
2023-04-18 03:41:00,2081.01,2081.01,2080.99,2081.0
2023-04-18 03:42:00,2081.0,2081.0,2080.68,2080.92
2023-04-18 03:43:00,2080.92,2081.48,2080.92,2081.47
2023-04-18 03:44:00,2081.48,2081.93,2081.47,2081.91
2023-04-18 03:45:00,2081.91,2081.92,2080.97,2080.98
2023-04-18 03:46:00,2080.98,2081.31,2080.97,2081.31
2023-04-18 03:47:00,2081.3,2081.44,2081.2,2081.43
2023-04-18 03:48:00,2081.43,2081.44,2081.18,2081.18
2023-04-18 03:49:00,2081.19,2081.19,2081.18,2081.19
2023-04-18 03:50:00,2081.19,2081.19,2080.69,2080.7
2023-04-18 03:51:00,2080.7,2081.12,2080.68,2081.12
2023-04-18 03:52:00,2081.12,2081.12,2080.0,2080.0
2023-04-18 03:53:00,2080.0,2080.01,2079.71,2079.72
2023-04-18 03:54:00,2079.72,2079.89,2078.98,2079.88
2023-04-18 03:55:00,2079.88,2080.38,2079.46,2080.37
2023-04-18 03:56:00,2080.37,2080.59,2079.89,2079.9
2023-04-18 03:57:00,2079.9,2079.9,2079.7,2079.71
2023-04-18 03:58:00,2079.71,2079.71,2079.69,2079.7
2023-04-18 03:59:00,2079.69,2079.7,2079.69,2079.69
2023-04-18 04:00:00,2079.7,2080.24,2079.69,2080.12
2023-04-18 04:01:00,2080.13,2080.13,2079.76,2079.77
2023-04-18 04:02:00,2079.77,2079.87,2079.7,2079.86
2023-04-18 04:03:00,2079.87,2080.03,2079.86,2080.02
2023-04-18 04:04:00,2080.03,2080.03,2078.86,2078.86
2023-04-18 04:05:00,2078.86,2079.38,2078.7,2079.28
2023-04-18 04:06:00,2079.29,2079.29,2079.27,2079.28
2023-04-18 04:07:00,2079.27,2079.28,2079.05,2079.06
2023-04-18 04:08:00,2079.05,2079.06,2078.51,2078.51
2023-04-18 04:09:00,2078.52,2079.2,2078.51,2079.14
2023-04-18 04:10:00,2079.14,2079.14,2078.59,2078.59
2023-04-18 04:11:00,2078.6,2078.6,2078.25,2078.25
2023-04-18 04:12:00,2078.25,2078.33,2078.25,2078.32
2023-04-18 04:13:00,2078.32,2078.88,2078.32,2078.88
2023-04-18 04:14:00,2078.87,2078.88,2078.53,2078.54
2023-04-18 04:15:00,2078.55,2078.55,2077.78,2077.78
2023-04-18 04:16:00,2077.78,2079.27,2077.78,2079.26
2023-04-18 04:17:00,2079.26,2079.53,2079.26,2079.53
2023-04-18 04:18:00,2079.53,2079.53,2078.72,2078.73
2023-04-18 04:19:00,2078.73,2079.76,2078.72,2079.76
2023-04-18 04:20:00,2079.76,2080.0,2079.75,2079.99
2023-04-18 04:21:00,2079.99,2080.69,2079.99,2080.68
2023-04-18 04:22:00,2080.68,2081.0,2080.68,2080.99
2023-04-18 04:23:00,2080.99,2081.44,2080.99,2081.41
2023-04-18 04:24:00,2081.42,2081.44,2081.41,2081.44
2023-04-18 04:25:00,2081.44,2081.56,2081.43,2081.5
2023-04-18 04:26:00,2081.49,2081.77,2081.49,2081.76
2023-04-18 04:27:00,2081.76,2082.6,2081.76,2081.76
2023-04-18 04:28:00,2081.77,2081.77,2080.56,2080.57
2023-04-18 04:29:00,2080.57,2080.57,2080.13,2080.13
2023-04-18 04:30:00,2080.13,2080.24,2080.13,2080.23
2023-04-18 04:31:00,2080.24,2081.07,2080.23,2081.06
2023-04-18 04:32:00,2081.07,2081.38,2081.06,2081.14
2023-04-18 04:33:00,2081.15,2081.15,2080.28,2080.35
2023-04-18 04:34:00,2080.35,2080.36,2080.08,2080.31
2023-04-18 04:35:00,2080.31,2080.93,2080.24,2080.92
2023-04-18 04:36:00,2080.93,2081.38,2080.92,2081.38
2023-04-18 04:37:00,2081.37,2082.64,2081.37,2082.63
2023-04-18 04:38:00,2082.63,2082.86,2081.42,2081.86
2023-04-18 04:39:00,2081.85,2081.86,2081.54,2081.68
2023-04-18 04:40:00,2081.67,2082.37,2081.67,2082.36
2023-04-18 04:41:00,2082.36,2083.32,2082.36,2082.9
2023-04-18 04:42:00,2082.91,2082.91,2082.12,2082.13
2023-04-18 04:43:00,2082.13,2083.46,2082.12,2083.43
2023-04-18 04:44:00,2083.42,2083.43,2083.42,2083.43
2023-04-18 04:45:00,2083.43,2083.58,2082.83,2082.94
2023-04-18 04:46:00,2082.93,2083.54,2082.93,2083.37
2023-04-18 04:47:00,2083.37,2083.48,2082.75,2082.75
2023-04-18 04:48:00,2082.76,2082.76,2082.75,2082.75
2023-04-18 04:49:00,2082.76,2082.76,2082.09,2082.09
2023-04-18 04:50:00,2082.09,2082.22,2082.09,2082.22
2023-04-18 04:51:00,2082.22,2082.67,2082.17,2082.67
2023-04-18 04:52:00,2082.67,2082.67,2081.6,2081.6
2023-04-18 04:53:00,2081.6,2081.61,2081.6,2081.61
2023-04-18 04:54:00,2081.6,2081.93,2081.26,2081.27
2023-04-18 04:55:00,2081.27,2081.27,2080.85,2080.86
2023-04-18 04:56:00,2080.85,2081.2,2080.85,2081.15
2023-04-18 04:57:00,2081.15,2081.15,2081.14,2081.14
2023-04-18 04:58:00,2081.15,2081.83,2081.14,2081.82
2023-04-18 04:59:00,2081.83,2082.91,2081.81,2082.91
2023-04-18 05:00:00,2082.91,2084.54,2082.9,2084.1
2023-04-18 05:01:00,2084.09,2084.99,2084.09,2084.34
2023-04-18 05:02:00,2084.35,2084.41,2083.0,2083.0
2023-04-18 05:03:00,2083.01,2083.95,2083.0,2083.95
2023-04-18 05:04:00,2083.95,2083.95,2083.88,2083.93
2023-04-18 05:05:00,2083.93,2084.0,2083.93,2084.0
2023-04-18 05:06:00,2083.99,2084.42,2083.62,2084.22
2023-04-18 05:07:00,2084.21,2084.22,2084.21,2084.21
2023-04-18 05:08:00,2084.22,2085.7,2084.21,2085.5
2023-04-18 05:09:00,2085.49,2086.95,2085.05,2085.42
2023-04-18 05:10:00,2085.42,2085.58,2084.63,2085.04
2023-04-18 05:11:00,2085.04,2085.53,2084.78,2085.52
2023-04-18 05:12:00,2085.52,2085.76,2085.16,2085.76
2023-04-18 05:13:00,2085.76,2086.36,2085.75,2086.19
2023-04-18 05:14:00,2086.2,2086.2,2086.18,2086.18
2023-04-18 05:15:00,2086.18,2087.0,2085.29,2085.3
2023-04-18 05:16:00,2085.29,2085.63,2085.29,2085.63
2023-04-18 05:17:00,2085.62,2086.7,2085.62,2086.61
2023-04-18 05:18:00,2086.6,2088.05,2086.6,2087.5
2023-04-18 05:19:00,2087.49,2088.15,2086.97,2086.98
2023-04-18 05:20:00,2086.98,2087.25,2086.45,2086.83
2023-04-18 05:21:00,2086.84,2086.84,2086.1,2086.57
2023-04-18 05:22:00,2086.58,2086.82,2086.39,2086.69
2023-04-18 05:23:00,2086.69,2086.7,2086.42,2086.43
2023-04-18 05:24:00,2086.43,2086.43,2085.7,2085.7
2023-04-18 05:25:00,2085.7,2085.71,2085.2,2085.2
2023-04-18 05:26:00,2085.2,2085.45,2085.2,2085.44
2023-04-18 05:27:00,2085.44,2087.3,2085.44,2086.28
2023-04-18 05:28:00,2086.28,2087.27,2086.27,2087.06
2023-04-18 05:29:00,2087.06,2087.06,2086.12,2086.12
2023-04-18 05:30:00,2086.13,2088.18,2086.12,2088.09
2023-04-18 05:31:00,2088.09,2088.26,2087.09,2088.25
2023-04-18 05:32:00,2088.26,2092.77,2087.71,2090.61
2023-04-18 05:33:00,2090.61,2092.01,2089.34,2089.56
2023-04-18 05:34:00,2089.56,2091.82,2089.14,2091.06
2023-04-18 05:35:00,2091.05,2091.41,2089.67,2089.67
2023-04-18 05:36:00,2089.67,2090.75,2089.09,2089.09
2023-04-18 05:37:00,2089.09,2089.24,2088.63,2089.22
2023-04-18 05:38:00,2089.22,2089.96,2089.0,2089.33
2023-04-18 05:39:00,2089.32,2089.93,2089.25,2089.31
2023-04-18 05:40:00,2089.3,2089.58,2088.54,2089.24
2023-04-18 05:41:00,2089.24,2089.71,2089.01,2089.31
2023-04-18 05:42:00,2089.3,2089.59,2088.5,2088.51
